source_id,source_cluster_id,title,source_type,provider,source_url,source_status,relevance_score,selection_action,triage_action,source_reason,source_failure_reason,artifact_id,artifact_type,artifact_source_cluster_id,artifact_provider,artifact_name,artifact_size_bytes,artifact_url,local_path,content_type,artifact_status,parser,artifact_failure_reason
src_154be166,cluster_297a4f192044,The Supernova Legacy Survey (SNLS),open_database,,https://snls.physics.ubc.ca/,selected,0.95,metadata_only,record_only,SNLS是大型巡天项目，但未提供具体数据链接或文件，仅作背景引用。,,artifact_86c90ffb22c2,landing_page,cluster_297a4f192044,,,,https://snls.physics.ubc.ca/,,,metadata_read,,
src_d7fd1450,cluster_dbd30a62f310,Las Cumbres Observatory Global Telescope Network (LCOGT),open_database,,https://lco.global/,selected,0.9,metadata_only,record_only,LCOGT是望远镜网络，但未提供具体观测数据，仅作技术背景。,,artifact_c933f6bcb93e,landing_page,cluster_dbd30a62f310,,,,https://lco.global/,,,metadata_read,,
src_00da5e05,cluster_e4eea92c040a,Open Supernova Catalog,open_database,,https://www.open supernova catalog.org/,selected,0.98,deep_read,read_file_manifest,Open Supernova Catalog是Ia型超新星研究的核心开放数据库，集中收录了峰值星等、衰减率（Δm15）、宿主星系、红移等关键参数，支持跨研究比较，直接满足动态提取计划中所有高优先级字段。,,artifact_cf99dcfd340d,landing_page,cluster_e4eea92c040a,,,,https://www.open supernova catalog.org/,,,metadata_read,,
src_10c88488,cluster_e979f349b790,NASA Exoplanet Archive - Supernovae Section,open_database,,https://exoplanetarchive.ipac.caltech.edu/,selected,0.75,metadata_only,record_only,NASA Exoplanet Archive含部分空间望远镜数据，但未明确列出Ia型超新星数据集，风险高。,,artifact_9ffbecf05219,landing_page,cluster_e979f349b790,,,,https://exoplanetarchive.ipac.caltech.edu/,,,skipped,,
src_0dcd68a2,cluster_3a43ff7b57b4,arXiv:astro-ph.HE - 超新星相关论文,paper_search,,https://arxiv.org/list/astro-ph.HE/recent,selected,0.92,metadata_only,record_only,arXiv搜索结果列表本身无具体内容，仅为索引页，无法提取有效数据。,,artifact_e286153ca8c9,landing_page,cluster_3a43ff7b57b4,,recent,,https://arxiv.org/list/astro-ph.HE/recent,,,metadata_read,,
src_03947007,cluster_33f26f08eefe,Supplementary Materials of ApJ Papers on SN Ia,supplementary_material,,https://iopscience.iop.org/article/10.3847/1538-4357/abf6d2/suprep,selected,0.94,metadata_only,record_only,补充材料链接指向单篇论文，但未提供具体文件，无法确认是否包含所需数据。,,artifact_46cc83d63f0b,landing_page,cluster_33f26f08eefe,,suprep,,https://iopscience.iop.org/article/10.3847/1538-4357/abf6d2/suprep,,,metadata_read,,
src_344df8c1,cluster_24c12eabd314,SIMBAD Astronomical Database,open_database,,http://simbad.u-strasbg.fr/simbad/,selected,0.93,metadata_only,record_only,SIMBAD是天文实体知识库，可辅助溯源，但本身不提供光变曲线数据，仅作背景参考。,,artifact_e38e4d965d28,landing_page,cluster_24c12eabd314,,simbad,,http://simbad.u-strasbg.fr/simbad/,,,metadata_read,,
src_04a17e6c,cluster_c652de9b1695,GitHub - Ia Supernova Light Curve Repository,repository,,https://github.com/astrolab/ia-sn-lightcurves,selected,0.88,read_readme,record_only,GitHub仓库包含Ia型超新星光变曲线数据集与Python脚本，适合检查代码流程与数据格式，但需先读README确认可用性。,,artifact_b7264d58f645,landing_page,cluster_c652de9b1695,,ia-sn-lightcurves,,https://github.com/astrolab/ia-sn-lightcurves,,,metadata_read,,
src_650a05f4,cluster_022e54934c0e,Type Ia Supernova Models and Progenitor Scenarios,paper,arxiv,http://arxiv.org/abs/1302.3371v2,selected,0.72,metadata_only,read_metadata,论文摘要仅描述爆炸机制，未提供具体光变曲线数据或参数，无法提取所需字段。,,artifact_2c531b9a24e4,landing_page,cluster_022e54934c0e,arxiv,1302.3371v2,,http://arxiv.org/abs/1302.3371v2,,,skipped,,
src_650a05f4,cluster_022e54934c0e,Type Ia Supernova Models and Progenitor Scenarios,paper,arxiv,http://arxiv.org/abs/1302.3371v2,selected,0.72,metadata_only,read_metadata,论文摘要仅描述爆炸机制，未提供具体光变曲线数据或参数，无法提取所需字段。,,artifact_5732fa6303e5,html,cluster_022e54934c0e,arxiv,1302.3371v2,,https://arxiv.org/pdf/1302.3371v2,,,skipped,,
src_7fe7ae82,cluster_53836ade783a,Timescale Stretch Parameterization of Type Ia Supernova B-band Light Curves,paper,arxiv,http://arxiv.org/abs/astro-ph/0104382v1,parsed,0.72,deep_read,download_pdf,该论文提出并验证了光变曲线时间轴拉伸因子（stretch factor）的概念，是理解衰减率与峰值星等关系的奠基性工作，且其方法被广泛用于后续SALT2等模型，对建模与分类具有根本意义。,,artifact_75c1f7be0b9b,landing_page,cluster_53836ade783a,arxiv,0104382v1,,http://arxiv.org/abs/astro-ph/0104382v1,,,skipped,,
src_7fe7ae82,cluster_53836ade783a,Timescale Stretch Parameterization of Type Ia Supernova B-band Light Curves,paper,arxiv,http://arxiv.org/abs/astro-ph/0104382v1,parsed,0.72,deep_read,download_pdf,该论文提出并验证了光变曲线时间轴拉伸因子（stretch factor）的概念，是理解衰减率与峰值星等关系的奠基性工作，且其方法被广泛用于后续SALT2等模型，对建模与分类具有根本意义。,,artifact_beb33b315213,pdf,cluster_53836ade783a,arxiv,arxiv_0104382v1_timescale_stretch_parameterization_of_type_ia_supernova_b_band_light_curves.pdf,403805.0,https://arxiv.org/pdf/astro-ph/0104382v1,D:\scidata-agent\runtime\outputs\_cache\arxiv\arxiv_0104382v1_timescale_stretch_parameterization_of_type_ia_supernova_b_band_light_curves.pdf,,parsed,shared_source_parser,
src_24fdf9e4,cluster_65e3c0fb3912,The Standardizability of Type Ia Supernovae in the Near-Infrared: Evidence for a Peak Luminosity-Decline Rate Relation in the Near-Infrared,paper,arxiv,http://arxiv.org/abs/1201.2913v2,selected,0.72,deep_read,read_metadata,研究近红外波段的标准化问题，发现J/H波段存在显著的峰值亮度-衰减率关系，为提升Ia型超新星作为标准烛光的精度提供关键证据，直接支持用户对衰减率与峰值星等关系的分析需求。,,artifact_8dc365734154,landing_page,cluster_65e3c0fb3912,arxiv,1201.2913v2,,http://arxiv.org/abs/1201.2913v2,,,metadata_read,,
src_24fdf9e4,cluster_65e3c0fb3912,The Standardizability of Type Ia Supernovae in the Near-Infrared: Evidence for a Peak Luminosity-Decline Rate Relation in the Near-Infrared,paper,arxiv,http://arxiv.org/abs/1201.2913v2,selected,0.72,deep_read,read_metadata,研究近红外波段的标准化问题，发现J/H波段存在显著的峰值亮度-衰减率关系，为提升Ia型超新星作为标准烛光的精度提供关键证据，直接支持用户对衰减率与峰值星等关系的分析需求。,,artifact_8a56f1d22dc1,html,cluster_65e3c0fb3912,arxiv,1201.2913v2,,https://arxiv.org/pdf/1201.2913v2,,,planned,,
src_aa5dc52a,cluster_6a66a4440d10,CfA3: 185 Type Ia Supernova Light Curves from the CfA,paper,arxiv,http://arxiv.org/abs/0901.4787v5,selected,0.72,deep_read,read_metadata,CfA3是迄今最完整的本地Ia型超新星样本之一，提供了185个事件的同质化多波段测光数据，包含精确的峰值星等与衰减率测量，是构建高质量数据集的理想基础。,,artifact_a7c0b75fb01f,landing_page,cluster_6a66a4440d10,arxiv,0901.4787v5,,http://arxiv.org/abs/0901.4787v5,,,skipped,,
src_aa5dc52a,cluster_6a66a4440d10,CfA3: 185 Type Ia Supernova Light Curves from the CfA,paper,arxiv,http://arxiv.org/abs/0901.4787v5,selected,0.72,deep_read,read_metadata,CfA3是迄今最完整的本地Ia型超新星样本之一，提供了185个事件的同质化多波段测光数据，包含精确的峰值星等与衰减率测量，是构建高质量数据集的理想基础。,,artifact_9b9a6f7742b8,html,cluster_6a66a4440d10,arxiv,0901.4787v5,,https://arxiv.org/pdf/0901.4787v5,,,skipped,,
src_ee5d7637,cluster_3f211c395ca2,Pre-nebular light curves of type I supernovae,paper,arxiv,http://arxiv.org/abs/1611.08746v2,selected,0.72,metadata_only,read_metadata,讨论早期光变曲线，但未提供具体数值或可提取参数，仅具理论参考价值。,,artifact_19bda1fbadb5,landing_page,cluster_3f211c395ca2,arxiv,1611.08746v2,,http://arxiv.org/abs/1611.08746v2,,,skipped,,
src_ee5d7637,cluster_3f211c395ca2,Pre-nebular light curves of type I supernovae,paper,arxiv,http://arxiv.org/abs/1611.08746v2,selected,0.72,metadata_only,read_metadata,讨论早期光变曲线，但未提供具体数值或可提取参数，仅具理论参考价值。,,artifact_878ddb4ef4cf,html,cluster_3f211c395ca2,arxiv,1611.08746v2,,https://arxiv.org/pdf/1611.08746v2,,,skipped,,
src_c83a3bfc,cluster_195a06400db7,Testing Cosmic Acceleration with Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0101521v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_56fb31f96452,landing_page,cluster_195a06400db7,arxiv,0101521v1,,http://arxiv.org/abs/astro-ph/0101521v1,,,skipped,,
src_c83a3bfc,cluster_195a06400db7,Testing Cosmic Acceleration with Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0101521v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_99271d0a47bd,html,cluster_195a06400db7,arxiv,0101521v1,,https://arxiv.org/pdf/astro-ph/0101521v1,,,skipped,,
src_c6cff854,cluster_133bc44fe3c6,Time Dilation in the Light Curve of the Distant Type Ia Supernovae SN 1995K,paper,arxiv,http://arxiv.org/abs/astro-ph/9605134v1,selected,0.72,metadata_only,read_metadata,首次通过时间膨胀验证宇宙膨胀，是历史里程碑，但内容与当前研究目标关联较弱，仅作元数据引用。,,artifact_6767a4c31736,landing_page,cluster_133bc44fe3c6,arxiv,9605134v1,,http://arxiv.org/abs/astro-ph/9605134v1,,,skipped,,
src_c6cff854,cluster_133bc44fe3c6,Time Dilation in the Light Curve of the Distant Type Ia Supernovae SN 1995K,paper,arxiv,http://arxiv.org/abs/astro-ph/9605134v1,selected,0.72,metadata_only,read_metadata,首次通过时间膨胀验证宇宙膨胀，是历史里程碑，但内容与当前研究目标关联较弱，仅作元数据引用。,,artifact_bc8577ca8501,html,cluster_133bc44fe3c6,arxiv,9605134v1,,https://arxiv.org/pdf/astro-ph/9605134v1,,,skipped,,
src_bc438778,cluster_be1a2a161adb,Probing type Ia supernova properties using bolometric light curves from the Carnegie Supernova Project and the CfA Supernova Group,paper,arxiv,http://arxiv.org/abs/1811.08969v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_ecd6ec4681da,landing_page,cluster_be1a2a161adb,arxiv,1811.08969v1,,http://arxiv.org/abs/1811.08969v1,,,skipped,,
src_bc438778,cluster_be1a2a161adb,Probing type Ia supernova properties using bolometric light curves from the Carnegie Supernova Project and the CfA Supernova Group,paper,arxiv,http://arxiv.org/abs/1811.08969v1,skipped,0.0,,skip,LLM Source Selector did not choose this source for ingestion or metadata reading.,,artifact_4ea7be1f7ecc,html,cluster_be1a2a161adb,arxiv,1811.08969v1,,https://arxiv.org/pdf/1811.08969v1,,,skipped,,
src_b4e66d15,cluster_e5d2b69d5e9c,Topological Control of Chirality and Spin with Structured Light,paper,arxiv,http://arxiv.org/abs/2508.08733v3,skipped,0.72,reject,skip,主题为结构光操控，与Ia型超新星完全无关，属于严重误匹配。,,artifact_2b1e7b810fd5,landing_page,cluster_e5d2b69d5e9c,arxiv,2508.08733v3,,http://arxiv.org/abs/2508.08733v3,,,skipped,,
src_b4e66d15,cluster_e5d2b69d5e9c,Topological Control of Chirality and Spin with Structured Light,paper,arxiv,http://arxiv.org/abs/2508.08733v3,skipped,0.72,reject,skip,主题为结构光操控，与Ia型超新星完全无关，属于严重误匹配。,,artifact_3469cdcaaf4f,html,cluster_e5d2b69d5e9c,arxiv,2508.08733v3,,https://arxiv.org/pdf/2508.08733v3,,,skipped,,
src_4e5fdd67,cluster_4911633c5ceb,The light curves of type Ia Supernova 2004fu,paper,arxiv,http://arxiv.org/abs/astro-ph/0606051v2,selected,0.72,metadata_only,read_metadata,仅提及SN 2004fu的典型光变曲线，未提供具体数值或可提取数据。,,artifact_7a9f508d3620,landing_page,cluster_4911633c5ceb,arxiv,0606051v2,,http://arxiv.org/abs/astro-ph/0606051v2,,,skipped,,
src_4e5fdd67,cluster_4911633c5ceb,The light curves of type Ia Supernova 2004fu,paper,arxiv,http://arxiv.org/abs/astro-ph/0606051v2,selected,0.72,metadata_only,read_metadata,仅提及SN 2004fu的典型光变曲线，未提供具体数值或可提取数据。,,artifact_55a661ede106,html,cluster_4911633c5ceb,arxiv,0606051v2,,https://arxiv.org/pdf/astro-ph/0606051v2,,,skipped,,
src_f44a6743,cluster_0e353a459589,"Type Ia Supernova Progenitors, Environmental Effects, and Cosmic Supernova Rates",paper,arxiv,http://arxiv.org/abs/astro-ph/9907386v1,selected,0.72,metadata_only,read_metadata,讨论单简并模型与环境效应，但未提供可提取的光变曲线参数。,,artifact_a25cf5ddfff0,landing_page,cluster_0e353a459589,arxiv,9907386v1,,http://arxiv.org/abs/astro-ph/9907386v1,,,skipped,,
src_f44a6743,cluster_0e353a459589,"Type Ia Supernova Progenitors, Environmental Effects, and Cosmic Supernova Rates",paper,arxiv,http://arxiv.org/abs/astro-ph/9907386v1,selected,0.72,metadata_only,read_metadata,讨论单简并模型与环境效应，但未提供可提取的光变曲线参数。,,artifact_a542b69e8eb5,html,cluster_0e353a459589,arxiv,9907386v1,,https://arxiv.org/pdf/astro-ph/9907386v1,,,skipped,,
src_7d71d101,cluster_45cafed3c6b8,UBVRI Light Curves of 44 Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0509234v1,selected,0.72,metadata_only,read_metadata,U-band光度数据虽独特，但未提供具体数值或可提取表格，仅作补充说明。,,artifact_78445b40ce00,landing_page,cluster_45cafed3c6b8,arxiv,0509234v1,,http://arxiv.org/abs/astro-ph/0509234v1,,,skipped,,
src_7d71d101,cluster_45cafed3c6b8,UBVRI Light Curves of 44 Type Ia Supernovae,paper,arxiv,http://arxiv.org/abs/astro-ph/0509234v1,selected,0.72,metadata_only,read_metadata,U-band光度数据虽独特，但未提供具体数值或可提取表格，仅作补充说明。,,artifact_58b9d7b69d22,html,cluster_45cafed3c6b8,arxiv,0509234v1,,https://arxiv.org/pdf/astro-ph/0509234v1,,,skipped,,
src_3c6bf7f2,cluster_b4fa3a2d19cb,Light Curve Models for SN 2009dc,paper,arxiv,http://arxiv.org/abs/1302.3375v1,parsed,0.72,metadata_only,read_metadata,针对超亮Ia型超新星SN 2009dc的模型研究，虽涉及大质量前身星，但样本单一，不具普遍代表性。,,artifact_0d4d0176f580,landing_page,cluster_b4fa3a2d19cb,arxiv,1302.3375v1,,http://arxiv.org/abs/1302.3375v1,,,skipped,,
src_3c6bf7f2,cluster_b4fa3a2d19cb,Light Curve Models for SN 2009dc,paper,arxiv,http://arxiv.org/abs/1302.3375v1,parsed,0.72,metadata_only,read_metadata,针对超亮Ia型超新星SN 2009dc的模型研究，虽涉及大质量前身星，但样本单一，不具普遍代表性。,,artifact_1c17c173ab6e,pdf,cluster_b4fa3a2d19cb,arxiv,arxiv_1302_3375v1_light_curve_models_for_sn_2009dc.pdf,118284.0,https://arxiv.org/pdf/1302.3375v1,D:\scidata-agent\runtime\outputs\_cache\arxiv\arxiv_1302_3375v1_light_curve_models_for_sn_2009dc.pdf,,parsed,shared_source_parser,
src_35b7165b,cluster_46ad75b05288,"An Empirical Fitting Method to Type Ia Supernova Light Curves. III. A Three-Parameter Relationship: Peak Magnitude, Rise Time, and Photospheric Velocity",paper,arxiv,http://arxiv.org/abs/1712.01495v2,selected,0.72,deep_read,read_metadata,提出基于上升时间、峰值速度与峰值星等的三参数关系模型，为理解光变曲线形状与物理起源之间的联系提供了新的物理解释框架。,,artifact_2d697308a3ec,landing_page,cluster_46ad75b05288,arxiv,1712.01495v2,,http://arxiv.org/abs/1712.01495v2,,,skipped,,
src_35b7165b,cluster_46ad75b05288,"An Empirical Fitting Method to Type Ia Supernova Light Curves. III. A Three-Parameter Relationship: Peak Magnitude, Rise Time, and Photospheric Velocity",paper,arxiv,http://arxiv.org/abs/1712.01495v2,selected,0.72,deep_read,read_metadata,提出基于上升时间、峰值速度与峰值星等的三参数关系模型，为理解光变曲线形状与物理起源之间的联系提供了新的物理解释框架。,,artifact_801be957b6ff,html,cluster_46ad75b05288,arxiv,1712.01495v2,,https://arxiv.org/pdf/1712.01495v2,,,skipped,,
src_a2eee53c,cluster_e4957f1c29a0,Multi-Color Light Curves of Type Ia Supernovae on the Color-Magnitude Diagram: a Novel Step Toward More Precise Distance and Extinction Estimates,paper,arxiv,http://arxiv.org/abs/astro-ph/0302341v1,selected,0.72,deep_read,read_metadata,首次系统性地提出并验证了“颜色-星等关系”在光变曲线中的线性特性，可提供更精确的距离估计，是改进现有光变曲线拟合方法的重要依据。,,artifact_ca5a5f197b5b,landing_page,cluster_e4957f1c29a0,arxiv,0302341v1,,http://arxiv.org/abs/astro-ph/0302341v1,,,skipped,,
src_a2eee53c,cluster_e4957f1c29a0,Multi-Color Light Curves of Type Ia Supernovae on the Color-Magnitude Diagram: a Novel Step Toward More Precise Distance and Extinction Estimates,paper,arxiv,http://arxiv.org/abs/astro-ph/0302341v1,selected,0.72,deep_read,read_metadata,首次系统性地提出并验证了“颜色-星等关系”在光变曲线中的线性特性，可提供更精确的距离估计，是改进现有光变曲线拟合方法的重要依据。,,artifact_9608a6998c0c,html,cluster_e4957f1c29a0,arxiv,0302341v1,,https://arxiv.org/pdf/astro-ph/0302341v1,,,skipped,,
